,Confidence,Domain,Phylum,Class,Order,Family,Genus,Species
Otu29945,0.988467187,Bacteria,Patescibacteria,Gracilibacteria,Candidatus Peribacteria,metagenome,,
Otu29946,0.957342993,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,,,
Otu29947,0.99998726,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Chlamydiaceae,metagenome,
Otu29948,0.863223865,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,bacterium Ellin6502
Otu29949,0.798224106,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,bacteriap25,uncultured soil bacterium,
Otu29950,0.889889137,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
Otu29951,0.999956881,Bacteria,Chloroflexi,Ktedonobacteria,C0119,uncultured bacterium,,
Otu29952,0.998319937,Bacteria,,,,,,
Otu29953,0.953193595,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,uncultured bacterium,,
Otu29954,0.996452623,Bacteria,Cyanobacteria,Melainabacteria,Vampirovibrionales,uncultured bacterium,,
Otu29955,1,Bacteria,Patescibacteria,uncultured,uncultured bacterium,,,
Otu29956,0.965060181,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,uncultured bacterium
Otu29957,0.9999906,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,FFCH7168,uncultured bacterium
Otu29958,1,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,,
Otu29960,0.999975107,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,bacterium Ellin517,
Otu29961,0.994620196,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,
Otu29962,0.996076865,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,uncultured bacterium,,
Otu29964,0.96790062,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Phytophthora sp. Chile5,
Otu29965,0.98608843,Bacteria,,,,,,
Otu29966,0.968127684,Bacteria,Armatimonadetes,uncultured,uncultured bacterium,,,
Otu29967,0.998942735,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,
Otu29968,0.999739543,Bacteria,,,,,,
Otu29969,0.999884902,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella 3,
Otu29970,0.999934169,Bacteria,,,,,,
Otu29971,0.993550223,Bacteria,,,,,,
Otu29972,0.982280734,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
Otu29973,0.999640739,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,
Otu29974,0.998481754,Bacteria,,,,,,
Otu29975,0.982503425,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,uncultured bacterium,,
Otu29976,0.961080694,Bacteria,,,,,,
Otu29978,0.992407868,Bacteria,,,,,,
Otu29980,0.96821243,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
Otu29981,0.849053389,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,uncultured bacterium
Otu29982,0.95938178,Bacteria,,,,,,
Otu29983,0.859315004,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),uncultured candidate division SR1 bacterium,,
Otu29984,0.830137687,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,Parcubacteria group bacterium CG1_02_50_68,,
Otu29985,0.999834174,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,uncultured bacterium
Otu29986,0.99840441,Bacteria,,,,,,
Otu29987,0.942696996,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
Otu29988,0.999999543,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
Otu29990,0.767717965,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,uncultured bacterium,
Otu29991,0.872270372,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,uncultured bacterium
Otu29992,0.999903006,Bacteria,,,,,,
Otu29993,0.998999319,Bacteria,,,,,,
Otu29994,0.996849437,Bacteria,,,,,,
Otu29995,0.792918067,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-013,uncultured Firmicutes bacterium
Otu29996,0.955454952,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,,
Otu29997,0.98578857,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,,
Otu29998,0.861912149,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
Otu30000,0.973660123,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,
Otu30001,0.809175158,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
Otu30002,0.8212898,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Dehalobacterium,uncultured bacterium
Otu30003,0.803402845,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,metagenome,
Otu30004,0.964035158,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured bacterium,
Otu30005,0.711877026,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,uncultured bacterium
Otu30006,0.999516599,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,,
Otu30007,0.999869055,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
Otu30008,0.999994207,Bacteria,Patescibacteria,Parcubacteria,uncultured bacterium,,,
Otu30009,0.820983805,Bacteria,Proteobacteria,,,,,
Otu30010,0.739927744,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Candidatus Endoecteinascidia,
Otu30011,0.992498537,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,uncultured Coxiellaceae bacterium
Otu30012,0.999999885,Bacteria,Patescibacteria,Parcubacteria,,,,
Otu30013,0.942197764,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,uncultured,uncultured organism
Otu30014,0.999992745,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,uncultured,uncultured soil bacterium
Otu30016,0.709780115,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Aquisphaera,uncultured planctomycete
Otu30017,0.999999999,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,,
Otu30018,0.912087916,Bacteria,Patescibacteria,Parcubacteria,Candidatus Yanofskybacteria,uncultured bacterium,,
Otu30019,0.999790386,Bacteria,Patescibacteria,Gracilibacteria,Candidatus Peribacteria,uncultured bacterium,,
Otu30020,0.928756957,Bacteria,Patescibacteria,Parcubacteria,Candidatus Liptonbacteria,,,
Otu30021,0.981461063,Bacteria,,,,,,
Otu30022,0.93733912,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,[Eubacterium] coprostanoligenes group,
Otu30023,0.999560811,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,
Otu30024,0.999997154,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM1B06,uncultured bacterium,
Otu30025,0.787734754,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae R-7 group,
Otu30026,0.999929661,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,uncultured bacterium
Otu30027,0.958264624,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,OLB12,
Otu30028,0.97049491,Bacteria,Planctomycetes,OM190,uncultured bacterium,,,
Otu30029,0.71644594,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus,uncultured bacterium
Otu30030,0.96906985,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,
Otu30031,0.999996578,Bacteria,,,,,,
Otu30032,0.995678975,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured bacterium,
Otu30033,0.927290837,Bacteria,Proteobacteria,Gammaproteobacteria,CCM19a,uncultured bacterium,,
Otu30034,0.954161688,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),11-24,uncultured Acidobacterium sp.,,
Otu30035,0.989270456,Bacteria,,,,,,
Otu30036,0.999852655,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,,,
Otu30037,0.973564567,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,,
Otu30038,0.993199892,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Candidatus Soleaferrea,uncultured Clostridiales bacterium
Otu30039,0.999988789,Bacteria,Actinobacteria,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,
Otu30040,0.999983398,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
Otu30042,0.97504738,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,
Otu30043,0.822387479,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,uncultured bacterium,
Otu30044,0.999997895,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,
Otu30045,0.987994462,Bacteria,Omnitrophicaeota,metagenome,,,,
Otu30046,0.818258611,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,uncultured bacterium
Otu30047,0.916021363,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured bacterium,
Otu30048,0.999429005,Bacteria,,,,,,
Otu30050,0.999849486,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,,,
Otu30051,0.999545097,Bacteria,,,,,,
Otu30052,0.990091891,Bacteria,,,,,,
Otu30053,0.983465194,Bacteria,Patescibacteria,Parcubacteria,,,,
Otu30054,0.972191693,Bacteria,,,,,,
Otu30055,0.999888094,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,
Otu30056,0.999999992,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,
Otu30057,0.999999465,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-014,
Otu30058,0.880946444,Bacteria,Cyanobacteria,Sericytochromatia,uncultured bacterium,,,
Otu30059,0.976747731,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,uncultured bacterium,,
Otu30060,0.753991236,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,uncultured bacterium,
Otu30061,0.733437922,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured planctomycete,
Otu30062,0.999999928,Bacteria,BRC1,,,,,
Otu30063,0.78580235,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured planctomycete
Otu30064,0.744498373,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,uncultured,uncultured bacterium,
Otu30065,0.999999979,Bacteria,Acidobacteria,Subgroup 6,,,,
Otu30066,0.99172872,Bacteria,Patescibacteria,Gracilibacteria,Candidatus Peribacteria,metagenome,,
Otu30067,0.857270928,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,uncultured alpha proteobacterium,
Otu30068,0.991076684,Bacteria,,,,,,
Otu30069,0.999597415,Bacteria,Patescibacteria,Parcubacteria,Candidatus Zambryskibacteria,Parcubacteria group bacterium GW2011_GWA2_40_14,,
Otu30070,0.998988077,Bacteria,,,,,,
Otu30071,0.999872422,Bacteria,,,,,,
Otu30072,0.988218975,Bacteria,,,,,,
Otu30073,0.999999774,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,,
Otu30074,0.999472522,Bacteria,Chloroflexi,Ktedonobacteria,C0119,uncultured bacterium,,
Otu30075,0.99785769,Bacteria,,,,,,
Otu30076,0.996967888,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,
Otu30077,0.999999999,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,,
Otu30078,0.993864451,Bacteria,,,,,,
Otu30079,0.999439703,Bacteria,,,,,,
Otu30080,0.853184522,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
Otu30081,0.947188863,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,
Otu30082,0.999410592,Bacteria,,,,,,
Otu30083,0.997346162,Bacteria,Cyanobacteria,Melainabacteria,Gastranaerophilales,uncultured organism,,
Otu30084,0.965926167,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Candidatus Soleaferrea,uncultured Clostridiales bacterium
Otu30085,0.999945567,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
Otu30086,0.999484342,Bacteria,,,,,,
Otu30087,0.994139988,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
Otu30088,0.848949599,Bacteria,Firmicutes,,,,,
Otu30089,0.999999845,Bacteria,,,,,,
Otu30090,0.997570922,Bacteria,,,,,,
Otu30091,0.987913912,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,uncultured,delta proteobacterium WY32
Otu30092,0.999329641,Bacteria,,,,,,
Otu30095,0.877267108,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,uncultured bacterium
Otu30096,0.723911833,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,
Otu30097,0.999999996,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,FFCH7168,uncultured bacterium
Otu30098,0.996586147,Bacteria,,,,,,
Otu30099,0.999985623,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Cupriavidus,
Otu30100,0.942326661,Bacteria,,,,,,
Otu30101,0.997907909,Bacteria,,,,,,
Otu30102,0.999960727,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,,
Otu30103,0.727507742,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured Gemmatimonadales bacterium
Otu30104,0.999918028,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,,
Otu30105,0.996635327,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,metagenome,
Otu30106,0.978740535,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Ovatusbacter,uncultured bacterium
Otu30107,0.82554044,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,uncultured bacterium
Otu30108,0.993449639,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
Otu30109,0.93120787,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
Otu30110,0.889104858,Bacteria,Patescibacteria,WWE3,Ambiguous_taxa,,,
Otu30111,0.990734877,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,uncultured bacterium
Otu30112,0.945023079,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,uncultured bacterium,
Otu30113,0.986243974,Bacteria,,,,,,
Otu30114,0.999905529,Bacteria,,,,,,
Otu30115,0.998656519,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Berkiella,uncultured bacterium
Otu30116,0.994774265,Bacteria,Omnitrophicaeota,uncultured bacterium,,,,
Otu30117,0.999999998,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,
Otu30118,0.74311323,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,Ambiguous_taxa,
Otu30119,0.99911923,Bacteria,,,,,,
Otu30120,0.757071637,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
Otu30121,0.883528416,Bacteria,Verrucomicrobia,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,uncultured,uncultured bacterium
Otu30122,0.999985425,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,,
Otu30123,0.999996424,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,
Otu30124,0.768049476,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,,
Otu30125,0.998190028,Bacteria,,,,,,
Otu30126,0.837439393,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,
Otu30127,0.999998737,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,FFCH7168,uncultured bacterium
Otu30128,0.996847876,Bacteria,,,,,,
Otu30129,0.999997931,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,,
Otu30130,0.99984361,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,
Otu30131,0.998568874,Bacteria,,,,,,
Otu30132,0.996144785,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,
Otu30133,0.997190467,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),Candidatus Solibacter,
Otu30134,0.999955758,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,mle1-27,,
Otu30135,0.999433963,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,uncultured Isosphaera sp.
Otu30136,0.999504674,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,
Otu30137,0.999852457,Bacteria,,,,,,
Otu30138,0.999967025,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),Bryobacter,
Otu30139,0.999966872,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
Otu30140,0.991195077,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured deep-sea bacterium
Otu30141,0.980581683,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,uncultured bacterium,
Otu30143,0.783021566,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,,
Otu30144,0.761490504,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,
Otu30145,0.972023898,Bacteria,Patescibacteria,ABY1,Candidatus Uhrbacteria,uncultured bacterium,,
Otu30146,0.999444631,Bacteria,,,,,,
Otu30147,0.999047447,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
Otu30148,0.999977985,Bacteria,,,,,,
Otu30149,0.810368806,Bacteria,Latescibacteria,uncultured bacterium,,,,
Otu30150,0.986579199,Bacteria,,,,,,
Otu30151,0.983933027,Bacteria,Chloroflexi,Anaerolineae,SBR1031,uncultured bacterium,,
Otu30152,0.990395111,Bacteria,Chloroflexi,Ktedonobacteria,C0119,uncultured soil bacterium,,
Otu30153,0.830602263,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
Otu30154,0.967430476,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,metagenome
Otu30155,0.998320079,Bacteria,,,,,,
Otu30156,0.999999508,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,,
Otu30157,0.839097106,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Labraceae,Labrys,Labrys methylaminiphilus
Otu30158,0.99864756,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,,,
Otu30159,0.974426282,Bacteria,,,,,,
Otu30160,0.999967455,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,
Otu30161,0.999769081,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
Otu30162,0.988551086,Bacteria,Patescibacteria,Parcubacteria,uncultured bacterium,,,
Otu30163,0.999638075,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu30164,0.908959906,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,
Otu30165,0.999991982,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,oc32,
Otu30166,0.766779901,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,
Otu30167,0.992824155,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,metagenome
Otu30168,0.995581596,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,
Otu30169,0.999513552,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,,
Otu30170,0.995927428,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,uncultured bacterium
Otu30171,0.920917332,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,
Otu30172,0.982790886,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,uncultured,
Otu30173,0.932333862,Bacteria,Patescibacteria,Parcubacteria,Candidatus Azambacteria,,,
Otu30174,0.95725683,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
Otu30175,0.904757956,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured bacterium,
Otu30176,0.97271037,Bacteria,Planctomycetes,Phycisphaerae,CCM11a,uncultured bacterium,,
Otu30177,0.999925742,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
Otu30178,0.755438238,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp.
Otu30179,0.995389408,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,,
Otu30180,0.87466266,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,uncultured bacterium
Otu30181,0.740688657,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,uncultured,uncultured beta proteobacterium
Otu30182,0.89038363,Bacteria,Chloroflexi,SHA-26,uncultured bacterium,,,
Otu30183,0.980160716,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured bacterium,
Otu30184,0.844845476,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured bacterium,
